Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
4,2,4,24,9,ACCELERATING,false,0,0,0,0,0,,,0,0,0
5,2,4,33,3,HIT_WALL,false,0,4,0,0,0,,,0,0,-10
6,2,4,36,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-10
7,2,4,39,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-10
8,2,4,42,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-10
9,2,4,45,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-10
10,2,4,48,3,ACCELERATING,false,0,4,0,0,0,,,0,0,-10
11,2,4,51,0,HIT_WALL,false,0,5,0,0,0,,,0,0,-15
12,2,4,51,0,FIXED_CAR,false,0,3,0,0,0,,,0,0,-15
13,2,4,54,3,ACCELERATING,false,0,3,0,0,0,,,0,0,-15
14,2,4,60,6,ACCELERATING,false,0,3,0,0,0,,,0,0,-15
15,2,4,66,3,HIT_MUD,false,0,4,0,0,0,,,0,1,-14
16,2,4,69,3,ACCELERATING,false,0,4,0,0,0,,,0,1,-14
17,2,4,72,3,ACCELERATING,false,0,4,0,0,1,,,0,1,-10
18,2,4,75,3,ACCELERATING,false,0,4,0,0,1,,,0,1,-10
19,2,4,78,3,ACCELERATING,false,0,4,0,0,1,,,0,1,-10
20,2,4,81,3,ACCELERATING,false,0,4,0,0,1,,,0,1,-10
21,2,4,84,3,ACCELERATING,false,0,4,1,0,1,,,0,1,-6
22,2,4,87,3,ACCELERATING,false,0,4,1,0,1,,,0,1,-6
23,2,4,90,3,ACCELERATING,false,0,4,1,0,1,,,0,1,-6
24,2,4,93,3,ACCELERATING,false,0,4,1,0,1,,,0,1,-6
25,2,4,96,3,ACCELERATING,false,0,4,1,0,1,,,0,1,-6
26,2,4,99,3,ACCELERATING,false,0,4,1,0,1,,,0,1,-6
27,2,4,102,3,ACCELERATING,false,0,4,1,0,2,,,0,1,-2
28,2,4,105,3,ACCELERATING,false,0,4,2,0,2,,,0,1,2
29,2,4,108,3,ACCELERATING,false,0,4,2,0,2,,,0,1,2
30,2,4,111,3,ACCELERATING,false,0,4,2,0,2,,,0,1,2
31,2,4,114,3,ACCELERATING,false,0,4,2,0,2,,,0,1,2
32,2,4,117,3,ACCELERATING,false,0,4,2,0,2,,,0,1,2
33,2,4,120,3,ACCELERATING,false,0,4,2,0,2,,,0,1,2
34,2,4,123,3,ACCELERATING,false,0,4,2,0,2,,,0,1,2
35,2,4,126,3,ACCELERATING,false,0,4,2,0,2,,,0,1,2
36,2,4,129,0,HIT_MUD,false,0,5,2,1,2,,,0,1,3
37,2,4,129,0,FIXED_CAR,false,0,3,2,1,2,,,0,1,3
38,2,4,132,3,ACCELERATING,false,0,3,2,1,2,,,0,1,3
39,2,4,138,0,HIT_MUD,false,0,5,2,1,2,,,0,1,-3
40,2,4,138,0,FIXED_CAR,false,0,3,2,1,2,,,0,1,-3
41,2,4,141,3,HIT_MUD,false,0,4,2,1,2,,,0,1,-6
42,2,4,144,3,ACCELERATING,false,0,4,2,1,2,,,0,1,-6
43,2,4,147,0,HIT_MUD,false,0,5,2,1,2,,,0,1,-9
44,2,4,147,0,FIXED_CAR,false,0,3,2,1,2,,,0,1,-9
45,2,4,150,3,ACCELERATING,false,0,3,2,1,2,,,0,1,-9
46,2,4,156,6,ACCELERATING,false,0,3,2,1,2,,,0,1,-9
47,2,4,162,6,USED_BOOST,true,5,3,1,1,2,,,0,1,-5
48,2,4,168,6,USED_LIZARD,true,4,3,1,1,1,,,0,1,-5
49,2,4,174,6,USED_LIZARD,true,3,3,1,1,0,,,0,1,-5
50,2,4,180,6,USED_BOOST,true,5,3,0,1,0,,,0,1,-1
51,2,4,186,0,HIT_WALL,false,0,5,0,1,0,,,0,1,-6
52,2,4,186,0,FIXED_CAR,false,0,3,0,1,0,,,0,1,-6
53,2,4,189,3,ACCELERATING,false,0,3,0,1,0,,,0,1,-6
54,2,4,195,6,ACCELERATING,false,0,3,0,1,0,,,0,1,-6
55,2,4,201,3,HIT_MUD,false,0,4,0,1,0,,,0,1,-9
56,2,4,204,3,ACCELERATING,false,0,4,0,1,0,,,0,1,-9
57,2,4,207,3,ACCELERATING,false,0,4,0,1,0,,,0,1,-9
58,2,4,210,3,ACCELERATING,false,0,4,0,1,0,,,0,1,-9
59,2,4,213,3,ACCELERATING,false,0,4,0,1,0,,,0,1,-9
60,2,4,216,3,ACCELERATING,false,0,4,0,1,0,,,0,1,-9
61,2,4,219,3,ACCELERATING,false,0,4,0,1,0,,,1,1,-5
62,2,4,222,3,ACCELERATING,false,0,4,0,1,0,,,1,1,-5
63,2,4,225,3,ACCELERATING,false,0,4,0,1,0,,,1,1,-5
64,2,4,228,3,ACCELERATING,false,0,4,0,1,0,,,1,1,-5
65,2,4,231,0,HIT_MUD,false,0,5,0,1,0,,,1,1,-8
66,2,4,231,0,FIXED_CAR,false,0,3,0,1,0,,,1,1,-8
67,2,4,234,0,HIT_MUD,false,0,5,0,1,0,,,1,1,-17
68,2,4,234,0,FIXED_CAR,false,0,3,0,1,0,,,1,1,-17
69,2,4,237,3,ACCELERATING,false,0,3,0,1,0,,,1,1,-17
70,2,4,243,6,ACCELERATING,false,0,3,0,1,0,,,1,1,-17
71,2,4,249,6,ACCELERATING,false,0,3,0,1,0,,,1,1,-17
72,2,4,255,6,ACCELERATING,false,0,3,0,1,0,,,1,1,-17
73,2,4,261,6,ACCELERATING,false,0,3,0,1,1,,,1,1,-13
74,2,4,267,6,USED_LIZARD,false,0,3,0,1,0,,,1,1,-13
75,2,4,273,6,ACCELERATING,false,0,3,0,1,0,,,1,1,-13
76,2,4,279,6,ACCELERATING,false,0,3,0,1,0,,,1,1,-13
77,2,4,285,6,ACCELERATING,false,0,3,0,1,0,,,1,1,-13
78,2,4,291,6,ACCELERATING,false,0,3,0,1,0,,,1,1,-13
79,2,4,297,3,HIT_MUD,false,0,4,0,1,0,,,1,1,-16
80,2,4,300,3,ACCELERATING,false,0,4,0,2,0,,,1,1,-12
81,2,4,303,3,ACCELERATING,false,0,4,0,3,0,,,1,1,-8
82,2,4,306,3,ACCELERATING,false,0,4,0,3,0,,,1,1,-8
83,2,4,309,3,ACCELERATING,false,0,4,0,3,0,,,1,1,-8
84,2,4,312,3,ACCELERATING,false,0,4,0,3,0,,,1,1,-8
85,2,4,315,3,ACCELERATING,false,0,4,0,3,0,,,1,1,-8
86,2,4,318,3,ACCELERATING,false,0,4,0,3,0,,,2,1,-4
87,2,4,321,0,HIT_MUD,false,0,5,0,3,0,,,2,1,-7
88,2,4,321,0,FIXED_CAR,false,0,3,0,3,0,,,2,1,-7
89,2,4,324,3,ACCELERATING,false,0,3,0,4,0,,,2,1,-3
90,2,4,330,6,ACCELERATING,false,0,3,0,4,0,,,2,1,-3
91,2,4,336,0,HIT_MUD,false,0,5,0,4,0,,,2,1,-9
92,2,4,336,0,FIXED_CAR,false,0,3,0,4,0,,,2,1,-9
93,2,4,339,0,HIT_MUD,false,0,5,0,4,0,,,2,1,-18
94,2,4,339,0,FIXED_CAR,false,0,3,0,4,0,,,2,1,-18
95,2,4,342,0,HIT_MUD,false,0,5,0,4,0,,,2,1,-24
96,2,4,342,0,FIXED_CAR,false,0,3,0,4,0,,,2,1,-24
97,2,4,345,3,ACCELERATING,false,0,3,0,4,0,,,2,1,-24
98,2,4,351,6,ACCELERATING,false,0,3,0,4,0,,,2,1,-24
99,2,4,357,6,ACCELERATING,false,0,3,0,4,0,,,3,1,-20
100,2,4,363,6,ACCELERATING,false,0,3,0,4,0,,,3,1,-20
101,2,4,369,3,HIT_MUD,false,0,4,0,4,0,,,3,1,-23
102,2,4,372,3,ACCELERATING,false,0,4,0,4,0,,,3,1,-23
103,2,4,375,3,ACCELERATING,false,0,4,0,4,0,,,3,1,-23
104,2,4,378,0,HIT_MUD,false,0,5,0,4,0,,,3,1,-26
105,2,4,378,0,FIXED_CAR,false,0,3,0,4,0,,,3,1,-26
106,2,4,381,3,ACCELERATING,false,0,3,0,4,0,,,3,1,-26
107,2,4,387,3,HIT_MUD,false,0,4,0,4,0,,,3,1,-29
108,2,4,390,3,ACCELERATING,false,0,4,0,4,0,,,3,1,-29
109,2,4,393,3,ACCELERATING,false,0,4,0,4,0,,,3,1,-29
110,2,4,396,3,ACCELERATING,false,0,4,0,4,0,,,3,1,-29
111,2,4,399,0,HIT_MUD,false,0,5,0,4,0,,,3,1,-32
112,2,4,399,0,FIXED_CAR,false,0,3,0,4,0,,,3,1,-32
113,2,4,402,3,ACCELERATING,false,0,3,0,4,0,,,3,1,-32
114,2,4,408,0,HIT_WALL,false,0,5,0,4,0,,,3,1,-40
115,2,4,408,0,FIXED_CAR,false,0,3,0,4,0,,,3,1,-40
116,2,4,411,3,HIT_MUD,false,0,4,0,4,0,,,3,1,-43
117,2,4,414,3,ACCELERATING,false,0,4,0,4,0,,,3,1,-43
118,2,4,417,0,HIT_MUD,false,0,5,0,4,0,,,3,1,-46
119,2,4,417,0,FIXED_CAR,false,0,3,0,4,0,,,3,1,-46
120,2,4,420,3,ACCELERATING,false,0,3,0,4,0,,,3,1,-46
121,2,4,426,6,ACCELERATING,false,0,3,1,4,0,,,3,1,-42
122,2,4,432,3,HIT_MUD,false,0,4,0,4,0,,,3,1,-41
123,2,4,435,0,HIT_MUD,false,0,5,0,4,0,,,3,1,-44
124,2,4,435,0,FIXED_CAR,false,0,3,0,4,0,,,3,1,-44
125,2,4,438,3,ACCELERATING,false,0,3,0,4,0,,,3,1,-44
126,2,4,444,3,HIT_MUD,false,0,4,0,4,0,,,3,1,-47
127,2,4,447,0,HIT_MUD,false,0,5,0,4,0,,,3,1,-50
128,2,4,447,0,FIXED_CAR,false,0,3,0,4,0,,,3,1,-50
129,2,4,450,3,ACCELERATING,false,0,3,0,4,0,,,3,1,-50
130,2,4,456,6,ACCELERATING,false,0,3,1,4,0,,,3,1,-46
131,2,4,462,6,USED_BOOST,true,5,3,0,4,0,,,3,1,-42
132,2,4,468,6,ACCELERATING,true,4,3,0,4,0,,,3,2,-38
133,2,4,474,6,ACCELERATING,true,3,3,0,4,1,,,3,2,-34
134,2,4,480,6,USED_LIZARD,true,2,3,0,4,0,,,3,2,-34
135,2,4,486,3,HIT_MUD,false,0,4,0,4,0,,,3,2,-37
136,2,4,489,3,ACCELERATING,false,0,4,0,4,0,,,3,2,-37
137,2,4,492,3,ACCELERATING,false,0,4,0,4,0,,,3,2,-37
138,2,4,495,3,ACCELERATING,false,0,4,0,4,0,,,3,2,-37
139,2,4,498,0,HIT_MUD,false,0,5,0,4,0,,,3,2,-40
140,2,4,498,0,FIXED_CAR,false,0,3,0,4,0,,,3,2,-40
141,2,4,501,3,HIT_MUD,false,0,4,0,4,0,,,3,2,-43
142,2,4,504,3,ACCELERATING,false,0,4,0,5,0,,,3,2,-39
143,2,4,507,3,ACCELERATING,false,0,4,0,5,0,,,3,2,-39
144,2,4,510,0,HIT_MUD,false,0,5,0,5,0,,,3,2,-42
145,2,4,510,0,FIXED_CAR,false,0,3,0,5,0,,,3,2,-42
146,2,4,513,0,HIT_MUD,false,0,5,0,5,0,,,3,2,-48
147,2,4,513,0,FIXED_CAR,false,0,3,0,5,0,,,3,2,-48
148,2,4,516,3,ACCELERATING,false,0,3,0,5,0,,,3,2,-48
149,2,4,522,6,ACCELERATING,false,0,3,0,5,0,,,3,2,-48
150,2,4,528,6,ACCELERATING,false,0,3,0,5,0,,,3,2,-48
151,2,4,534,6,ACCELERATING,false,0,3,0,5,0,,,3,2,-48
152,2,4,540,0,HIT_WALL,false,0,5,0,5,0,,,3,2,-53
153,2,4,540,0,FIXED_CAR,false,0,3,0,5,0,,,3,2,-53
154,2,4,543,3,ACCELERATING,false,0,3,0,5,0,,,3,2,-53
155,2,4,549,6,ACCELERATING,false,0,3,0,5,0,,,3,2,-53
156,2,4,555,6,ACCELERATING,false,0,3,0,5,0,,,3,3,-49
157,2,4,561,6,ACCELERATING,false,0,3,0,6,0,,,3,3,-45
158,2,4,567,6,ACCELERATING,false,0,3,1,6,0,,,3,3,-41
159,2,4,573,6,USED_BOOST,true,5,3,0,6,0,,,3,3,-37
160,2,4,579,0,HIT_MUD,false,0,5,0,6,0,,,3,3,-45
161,2,4,579,0,FIXED_CAR,false,0,3,0,6,0,,,3,3,-45
162,2,4,582,0,HIT_MUD,false,0,5,0,6,0,,,3,3,-51
163,2,4,582,0,FIXED_CAR,false,0,3,0,6,0,,,3,3,-51
164,2,4,585,3,ACCELERATING,false,0,3,0,6,1,,,3,3,-47
165,2,4,591,6,ACCELERATING,false,0,3,0,6,1,,,3,3,-47
166,2,4,597,6,ACCELERATING,false,0,3,0,6,1,,,3,3,-47
167,2,4,603,3,HIT_MUD,false,0,4,0,6,0,,,3,3,-50
168,2,4,606,3,ACCELERATING,false,0,4,0,6,0,,,3,3,-50
169,2,4,609,3,ACCELERATING,false,0,4,0,6,0,,,3,3,-50
170,2,4,612,0,HIT_MUD,false,0,5,0,6,0,,,3,3,-53
171,2,4,612,0,FIXED_CAR,false,0,3,0,6,0,,,3,3,-53
172,2,4,615,3,ACCELERATING,false,0,3,0,6,0,,,3,3,-53
173,2,4,621,6,ACCELERATING,false,0,3,0,6,0,,,3,3,-53
174,2,4,627,6,ACCELERATING,false,0,3,0,6,0,,,3,3,-53
175,2,4,633,3,HIT_MUD,false,0,4,0,6,0,,,3,3,-56
176,2,4,636,3,ACCELERATING,false,0,4,0,6,0,,,3,3,-56
177,2,4,639,3,ACCELERATING,false,0,4,0,6,0,,,3,3,-56
178,2,4,642,0,HIT_WALL,false,0,5,0,6,0,,,3,3,-61
179,2,4,642,0,FIXED_CAR,false,0,3,0,6,0,,,3,3,-61
180,2,4,645,3,ACCELERATING,false,0,3,0,6,0,,,3,3,-61
181,2,4,651,6,ACCELERATING,false,0,3,1,6,1,,,3,3,-53
182,2,4,657,6,USED_BOOST,true,5,3,0,6,1,,,3,3,-49
183,2,4,663,6,ACCELERATING,true,4,3,0,6,1,,,3,4,-45
184,2,4,669,0,HIT_WALL,false,0,5,0,6,1,,,3,4,-50
185,2,4,669,0,FIXED_CAR,false,0,3,0,6,1,,,3,4,-50
186,2,4,672,3,ACCELERATING,false,0,3,0,6,1,,,3,4,-50
187,2,4,678,6,ACCELERATING,false,0,3,0,6,1,,,3,4,-50
188,2,4,684,6,ACCELERATING,false,0,3,0,6,1,,,3,4,-50
189,2,4,690,6,ACCELERATING,false,0,3,0,6,1,,,4,4,-46
190,2,4,696,6,ACCELERATING,false,0,3,0,6,1,,,4,4,-46
191,2,4,702,6,ACCELERATING,false,0,3,0,6,1,,,4,4,-46
192,2,4,708,6,ACCELERATING,false,0,3,1,6,1,,,4,4,-42
193,2,4,714,6,USED_BOOST,true,5,3,0,6,1,,,5,4,-34
194,2,4,720,3,HIT_MUD,false,0,4,0,6,0,,,5,4,-37
195,2,4,723,0,HIT_MUD,false,0,5,0,6,0,,,5,4,-40
196,2,4,723,0,FIXED_CAR,false,0,3,0,6,0,,,5,4,-40
197,2,4,726,3,ACCELERATING,false,0,3,0,6,0,,,5,4,-40
198,2,4,732,6,ACCELERATING,false,0,3,0,6,0,,,5,4,-40
